# oracle_digest=982a3e351927cef7
x	y	z	found	material	feature_id	body	deposit_system_id	deposit_body_id	nx	ny	nz	intrusion_inside	deposit_admitted	contact_distance_m	permeability	chronology	event_ids
-15.5	-31.5	-20.098795480349636	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	0.25444757424827169	0.17162705592035496	0.95173556497342349	0	0	22.848718826844696	0.85314206532668346	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-15.5	-31.5	-8.0997954803496359	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	0.25444757424827169	0.17162705592035496	0.95173556497342349	0	0	21.772965313086214	0.58275691600296731	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-15.5	-31.5	-2.0997954803496355	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	0.25444757424827169	0.17162705592035496	0.95173556497342349	0	0	22.000604359198881	0.97894254611466647	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-15.5	-31.5	-2.0977954803496357	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	0.25444757424827169	0.17162705592035496	0.95173556497342349	0	0	22.000759266085417	0.97896402295727769	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-15.5	-31.5	4.9012045196503644	1	shale	29869896551e0893	F20	0000000000000000	0000000000000000	0.25444757424827169	0.17162705592035496	0.95173556497342349	0	0	22.731997792251029	0.56794689805926435	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-11.5	-31.5	-19.936452294429802	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	0.13154149818812261	0.088725860846101318	0.98733203932190017	0	0	21.829337639089751	0.35162119260131047	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-11.5	-31.5	-7.9374522944298018	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	0.13154149818812261	0.088725860846101318	0.98733203932190017	0	0	20.682684787218978	0.95960549083667201	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-11.5	-31.5	-1.9374522944298009	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	0.13154149818812261	0.088725860846101318	0.98733203932190017	0	0	20.762951019176114	0.57774140085353631	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-11.5	-31.5	-1.9354522944298012	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	0.13154149818812261	0.088725860846101318	0.98733203932190017	0	0	20.763076767794558	0.57756660782770342	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-11.5	-31.5	5.0635477055701994	1	shale	29869896551e0893	F20	0000000000000000	0000000000000000	0.13154149818812261	0.088725860846101318	0.98733203932190017	0	0	21.528138557266608	0.41235496967040042	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-7.5	-31.5	-19.792553372687809	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	-0.0071438128498175664	-0.0048185626099303165	0.99996287300696374	0	0	20.794419344906615	0.64294788500936129	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-7.5	-31.5	-7.7935533726878106	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	-0.0071438128498175664	-0.0048185626099303165	0.99996287300696374	0	0	19.795789847184182	0.49237744768021308	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-7.5	-31.5	-1.7935533726878106	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	-0.0071438128498175664	-0.0048185626099303165	0.99996287300696374	0	0	19.753966906992545	0.36013914405278513	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-7.5	-31.5	-1.7915533726878108	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	-0.0071438128498175664	-0.0048185626099303165	0.99996287300696374	0	0	19.754045192570008	0.36023880142251968	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-7.5	-31.5	5.2074466273121889	1	shale	29869896551e0893	F20	0000000000000000	0000000000000000	-0.0071438128498175664	-0.0048185626099303165	0.99996287300696374	0	0	20.439668726257473	0.88660251925474265	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-3.5	-31.5	-19.691976705795287	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	-0.14491614542287629	-0.09774717431570569	0.98460388010055633	0	0	19.878110258850974	0.86096267397527448	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-3.5	-31.5	-7.6929767057952869	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	-0.14491614542287629	-0.09774717431570569	0.98460388010055633	0	0	19.146950881656355	0.35220848094631091	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-3.5	-31.5	-1.692976705795286	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	-0.14491614542287629	-0.09774717431570569	0.98460388010055633	0	0	19.110733780381317	0.82536108372594796	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-3.5	-31.5	-1.6909767057952863	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	-0.14491614542287629	-0.09774717431570569	0.98460388010055633	0	0	19.110784662492762	0.82546917090809702	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-3.5	-31.5	5.3080232942047143	1	shale	29869896551e0893	F20	0000000000000000	0000000000000000	-0.14491614542287629	-0.09774717431570569	0.98460388010055633	0	0	19.670926021906542	0.63493191604633226	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
0.5	-31.5	-19.64990611425592	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	-0.26554556454481543	-0.17911274489520831	0.94731419168440578	0	0	19.291715865057526	0.32585488825786751	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
0.5	-31.5	-7.6509061142559212	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	-0.26554556454481543	-0.17911274489520831	0.94731419168440578	0	0	18.741627913133943	0.80788296962377071	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
0.5	-31.5	-1.6509061142559212	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	-0.26554556454481543	-0.17911274489520831	0.94731419168440578	0	0	18.848243678125112	0.63344475055823302	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
0.5	-31.5	-1.6489061142559214	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	-0.26554556454481543	-0.17911274489520831	0.94731419168440578	0	0	18.848312642267061	0.6332742792130226	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
0.5	-31.5	5.3500938857440783	1	shale	29869896551e0893	F20	0000000000000000	0000000000000000	-0.26554556454481543	-0.17911274489520831	0.94731419168440578	0	0	19.344201824199342	0.22765178452611576	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
4.5	-31.5	-19.668881792312625	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	-0.36047301350353694	-0.24314211769999078	0.90052269107226979	0	0	19.170530464600844	0.33961723339931321	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
4.5	-31.5	-7.6698817923126272	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	-0.36047301350353694	-0.24314211769999078	0.90052269107226979	0	0	18.558154864908811	0.55399219266404476	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
4.5	-31.5	-1.6698817923126268	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	-0.36047301350353694	-0.24314211769999078	0.90052269107226979	0	0	18.842728272965722	0.18571237633620394	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
4.5	-31.5	-1.667881792312627	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	-0.36047301350353694	-0.24314211769999078	0.90052269107226979	0	0	18.842850626903232	0.18570880980697849	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
4.5	-31.5	5.3311182076873731	1	shale	29869896551e0893	F20	0000000000000000	0000000000000000	-0.36047301350353694	-0.24314211769999078	0.90052269107226979	0	0	19.399342203832614	0.62751305256156431	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
8.5	-31.5	-19.848239402559908	1	sandstone	297c2b965514fad7	F15	0000000000000000	0000000000000000	-0.42909214637118365	-0.28942630723756052	0.85563563658919672	0	0	19.479083727614498	0.76266399497780379	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
8.5	-31.5	-7.8492394025599079	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	-0.42909214637118365	-0.28942630723756052	0.85563563658919672	0	0	18.577283382454798	0.1546298720023484	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
8.5	-31.5	-1.8492394025599073	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	-0.42909214637118365	-0.28942630723756052	0.85563563658919672	0	0	18.928695607026587	0.53671939220800624	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
8.5	-31.5	-1.8472394025599075	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	-0.42909214637118365	-0.28942630723756052	0.85563563658919672	0	0	18.928864811859789	0.5368941513094454	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
8.5	-31.5	5.1517605974400924	1	shale	29869896551e0893	F20	0000000000000000	0000000000000000	-0.42909214637118365	-0.28942630723756052	0.85563563658919672	0	0	19.627299303920992	0.70170381119623004	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
12.5	-31.5	-22.088223924381818	1	sandstone	297c2b965514fad7	F15	0000000000000000	0000000000000000	-0.47477690676204348	-0.32024106721110107	0.81977591308659525	0	0	20.322616112279722	0.61869063480114572	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
12.5	-31.5	-10.08922392438182	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	-0.47477690676204348	-0.32024106721110107	0.81977591308659525	0	0	18.873709585283542	0.35749328589964752	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
12.5	-31.5	-4.0892239243818196	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	-0.47477690676204348	-0.32024106721110107	0.81977591308659525	0	0	18.917512989945799	0.74928307516003056	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
12.5	-31.5	-4.0872239243818189	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	-0.47477690676204348	-0.32024106721110107	0.81977591308659525	0	0	18.9176269744361	0.74930156885409138	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
12.5	-31.5	2.9117760756181807	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	-0.47477690676204348	-0.32024106721110107	0.81977591308659525	0	0	19.599407406292443	0.33284512921023901	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
16.5	-31.5	-21.538254116518512	0	-	0000000000000000	-	0000000000000000	0000000000000000	0	0	0	0	0	20.697999060015668	0	-	-
16.5	-31.5	-9.5392541165185136	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	-0.50142259922043475	-0.33821381371145004	0.79635845773481928	0	0	19.371215020670739	0.73081237601304483	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
16.5	-31.5	-3.5392541165185127	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	-0.50142259922043475	-0.33821381371145004	0.79635845773481928	0	0	19.283435831298284	0.31599744205214841	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
16.5	-31.5	-3.537254116518513	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	-0.50142259922043475	-0.33821381371145004	0.79635845773481928	0	0	19.283508653221709	0.31582952871780728	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
16.5	-31.5	3.4617458834814872	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	-0.50142259922043475	-0.33821381371145004	0.79635845773481928	0	0	19.925026510473074	0.21637291102834116	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
20.5	-31.5	-20.004282939825877	0	-	0000000000000000	-	0000000000000000	0000000000000000	0	0	0	0	0	20.996555528286834	0	-	-
20.5	-31.5	-8.0052829398258769	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	-0.51180957726426324	-0.34521991886626757	0.78668555613951863	0	0	20.005250608900447	0.16886362077248232	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
20.5	-31.5	-2.0052829398258765	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	-0.51180957726426324	-0.34521991886626757	0.78668555613951863	0	0	19.941819591271539	0.28583850033643404	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
20.5	-31.5	-2.0032829398258767	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	-0.51180957726426324	-0.34521991886626757	0.78668555613951863	0	0	19.94188741018197	0.28600031574533413	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
20.5	-31.5	4.9957170601741234	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	-0.51180957726426324	-0.34521991886626757	0.78668555613951863	0	0	20.590616355207256	0.73105138863590935	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
24.5	-31.5	-20.018803628364765	0	-	0000000000000000	-	0000000000000000	0000000000000000	0	0	0	0	0	21.646944107731137	0	-	-
24.5	-31.5	-8.019803628364766	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	-0.50710513563012094	-0.34204673291705046	0.79110581714352779	0	0	20.942873967691934	0.32743766900301002	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
24.5	-31.5	-2.0198036283647647	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	-0.50710513563012094	-0.34204673291705046	0.79110581714352779	0	0	20.897261320079185	0.73033818952780638	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
24.5	-31.5	-2.0178036283647649	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	-0.50710513563012094	-0.34204673291705046	0.79110581714352779	0	0	20.8973012318529	0.73036436365395796	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
24.5	-31.5	4.9811963716352352	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	-0.50710513563012094	-0.34204673291705046	0.79110581714352779	0	0	21.386563777197416	0.32816743162247342	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
28.5	-31.5	-21.028152632812322	0	-	0000000000000000	-	0000000000000000	0000000000000000	0	0	0	0	0	22.745203888866875	0	-	-
28.5	-31.5	-9.0291526328123233	1	sandstone	297c2b965514fad7	F15	0000000000000000	0000000000000000	-0.48677537134735849	-0.32833413376292825	0.8094729362095987	0	0	22.074984456440475	0.73086398965371813	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
28.5	-31.5	-3.0291526328123233	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	-0.48677537134735849	-0.32833413376292825	0.8094729362095987	0	0	22.145863017677648	0.47477963094843989	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
28.5	-31.5	-3.0271526328123235	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	-0.48677537134735849	-0.32833413376292825	0.8094729362095987	0	0	22.145911996858889	0.47460133881862948	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
28.5	-31.5	3.9718473671876766	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	-0.48677537134735849	-0.32833413376292825	0.8094729362095987	0	0	22.501777617370504	0.14131385210330083	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
32.5	-31.5	-22.897850256752648	0	-	0000000000000000	-	0000000000000000	0000000000000000	0	0	0	0	0	24.416086205480863	0	-	-
32.5	-31.5	-10.898850256752649	1	sandstone	297c2b965514fad7	F15	0000000000000000	0000000000000000	-0.44861754166469631	-0.30259635265774987	0.84093861171250261	0	0	23.344369851211994	0.61156739693349171	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
32.5	-31.5	-4.8988502567526488	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	-0.44861754166469631	-0.30259635265774987	0.84093861171250261	0	0	23.478621494570696	0.16447981602126654	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
32.5	-31.5	-4.8968502567526482	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	-0.44861754166469631	-0.30259635265774987	0.84093861171250261	0	0	23.478706404615462	0.16441603832681484	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
32.5	-31.5	2.1021497432473515	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	-0.44861754166469631	-0.30259635265774987	0.84093861171250261	0	0	23.869308854627871	0.48418788950959335	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-31.5	-27.5	-23.150652811741985	0	-	0000000000000000	-	0000000000000000	0000000000000000	0	0	0	0	0	25.766196563702771	0	-	-
-31.5	-27.5	-11.151652811741986	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	0.48229042943006217	0.32530900224216835	0.81336953148023139	0	0	24.621161613757891	0.94937551866465575	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-31.5	-27.5	-5.1516528117419851	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	0.48229042943006217	0.32530900224216835	0.81336953148023139	0	0	24.452204061697117	0.80670844225038163	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-31.5	-27.5	-5.1496528117419844	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	0.48229042943006217	0.32530900224216835	0.81336953148023139	0	0	24.452228664952955	0.80654246694481602	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-31.5	-27.5	1.8493471882580153	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	0.48229042943006217	0.32530900224216835	0.81336953148023139	0	0	24.900488856841839	0.37806446424466106	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-27.5	-27.5	-22.855916477565984	1	sandstone	297c2b965514fad7	F15	0000000000000000	0000000000000000	0.44119188392346148	0.29758768326813007	0.84663527703915931	0	0	23.959802849977361	0.53636982644080733	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-27.5	-27.5	-10.856916477565985	1	sandstone	297c2d965514fe3d	F17	0000000000000000	0000000000000000	0.44119188392346148	0.29758768326813007	0.84663527703915931	0	0	23.027143217146541	0.7393648248331377	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-27.5	-27.5	-4.856916477565985	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	0.44119188392346148	0.29758768326813007	0.84663527703915931	0	0	22.844177123039536	0.37706506628152264	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-27.5	-27.5	-4.8549164775659843	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	0.44119188392346148	0.29758768326813007	0.84663527703915931	0	0	22.844172761316088	0.37706506160276576	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-27.5	-27.5	2.1440835224340153	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	0.44119188392346148	0.29758768326813007	0.84663527703915931	0	0	23.172121194663912	0.8244604884657325	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-23.5	-27.5	-20.319036913129917	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	0.37807197149856758	0.25501276475519108	0.88996071496392448	0	0	22.038543713327957	0.95043760514990483	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-23.5	-27.5	-8.3200369131299166	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	0.37807197149856758	0.25501276475519108	0.88996071496392448	0	0	21.405465351757737	0.48549365522980498	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-23.5	-27.5	-2.3200369131299161	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	0.37807197149856758	0.25501276475519108	0.88996071496392448	0	0	21.370885030051042	0.95217413576199683	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-23.5	-27.5	-2.3180369131299163	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	0.37807197149856758	0.25501276475519108	0.88996071496392448	0	0	21.370918623943457	0.95226439751934411	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
-23.5	-27.5	4.6809630868700838	1	shale	29869896551e0893	F20	0000000000000000	0000000000000000	0.37807197149856758	0.25501276475519108	0.88996071496392448	0	0	21.800248658129263	0.70478031195577517	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-19.5	-27.5	-20.163791662950182	1	shale	297c2c965514fc8a	F16	0000000000000000	0000000000000000	0.28920615250557447	0.1950720129882397	0.93718019137284281	0	0	20.480012446156316	0.4345013023372864	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-19.5	-27.5	-8.1647916629501829	1	shale	297c1e965514e4c0	F18	0000000000000000	0000000000000000	0.28920615250557447	0.1950720129882397	0.93718019137284281	0	0	19.828203852666658	0.96781377936164437	10|20|30	656540eada4c2e25|1356d333c898f1d0|4796135092766a08
-19.5	-27.5	-2.1647916629501829	1	sandstone	297c1f965514e673	F19	0000000000000000	0000000000000000	0.28920615250557447	0.1950720129882397	0.93718019137284281	0	0	19.907181350094469	0.72873738709234526	10|20|30	0c79078f2a8a7c83|1356d333c898f1d0|4796135092766a08
