sample,region,movement_input,action_or_upload,frame_ms,walk_cpu_ms,upload_cpu_ms
110,creek,1,0,0.010000,2.000000,0.000000
111,creek,1,0,0.010000,2.000000,0.000000
112,creek,1,0,0.010000,2.000000,0.000000
113,creek,1,0,0.010000,2.000000,0.000000
114,creek,1,0,0.010000,2.000000,0.000000
115,creek,1,0,0.010000,2.000000,0.000000
116,creek,1,0,0.010000,2.000000,0.000000
117,creek,1,0,0.010000,2.000000,0.000000
118,creek,1,0,0.010000,2.000000,0.000000
119,creek,1,0,0.010000,2.000000,0.000000
120,creek,1,0,0.010000,2.000000,0.000000
121,creek,1,0,0.010000,2.000000,0.000000
122,creek,1,0,0.010000,2.000000,0.000000
123,creek,1,0,0.010000,2.000000,0.000000
124,creek,1,0,0.010000,2.000000,0.000000
125,creek,1,0,0.010000,2.000000,0.000000
126,creek,1,0,0.010000,2.000000,0.000000
127,creek,1,0,0.010000,2.000000,0.000000
128,creek,1,0,0.010000,2.000000,0.000000
129,creek,1,0,0.010000,2.000000,0.000000
130,creek,1,0,0.010000,2.000000,0.000000
131,creek,1,0,0.010000,2.000000,0.000000
132,creek,1,0,0.010000,2.000000,0.000000
133,creek,1,0,0.010000,2.000000,0.000000
134,creek,1,0,0.010000,2.000000,0.000000
135,creek,1,0,0.010000,2.000000,0.000000
136,creek,1,0,0.010000,2.000000,0.000000
137,creek,1,0,0.010000,2.000000,0.000000
138,creek,1,0,0.010000,2.000000,0.000000
139,creek,1,0,0.010000,2.000000,0.000000
140,creek,1,0,0.010000,2.000000,0.000000
141,creek,1,0,0.010000,2.000000,0.000000
142,creek,1,0,0.010000,2.000000,0.000000
143,creek,1,0,0.010000,2.000000,0.000000
144,creek,1,0,0.010000,2.000000,0.000000
145,creek,1,0,0.010000,2.000000,0.000000
146,creek,1,0,0.010000,2.000000,0.000000
147,creek,1,0,0.010000,2.000000,0.000000
148,creek,1,0,0.010000,2.000000,0.000000
149,creek,1,0,0.010000,2.000000,0.000000
150,creek,1,0,0.010000,2.000000,0.000000
151,creek,1,0,0.010000,2.000000,0.000000
152,creek,1,0,0.010000,2.000000,0.000000
153,creek,1,0,0.010000,2.000000,0.000000
154,creek,1,0,0.010000,2.000000,0.000000
155,creek,1,0,0.010000,2.000000,0.000000
156,creek,1,0,0.010000,2.000000,0.000000
157,creek,1,0,0.010000,2.000000,0.000000
158,creek,1,0,0.010000,2.000000,0.000000
159,creek,1,0,0.010000,2.000000,0.000000
160,creek,1,0,0.010000,2.000000,0.000000
161,creek,1,0,0.010000,2.000000,0.000000
162,creek,1,0,0.010000,2.000000,0.000000
163,creek,1,0,0.010000,2.000000,0.000000
164,creek,1,0,0.010000,2.000000,0.000000
165,creek,1,0,0.010000,2.000000,0.000000
166,creek,1,0,0.010000,2.000000,0.000000
167,creek,1,0,0.010000,2.000000,0.000000
168,creek,1,0,0.010000,2.000000,0.000000
169,creek,1,0,0.010000,2.000000,0.000000
170,creek,1,0,0.010000,2.000000,0.000000
171,creek,1,0,0.010000,2.000000,0.000000
172,creek,1,0,0.010000,2.000000,0.000000
173,creek,1,0,0.010000,2.000000,0.000000
174,creek,1,0,0.010000,2.000000,0.000000
175,creek,1,0,0.010000,2.000000,0.000000
176,creek,1,0,0.010000,2.000000,0.000000
177,creek,1,0,0.010000,2.000000,0.000000
178,creek,1,0,0.010000,2.000000,0.000000
179,creek,1,0,0.010000,2.000000,0.000000
180,creek,1,0,0.010000,2.000000,0.000000
181,creek,1,0,0.010000,2.000000,0.000000
182,creek,1,0,0.010000,2.000000,0.000000
183,creek,1,0,0.010000,2.000000,0.000000
184,creek,1,0,0.010000,2.000000,0.000000
185,creek,1,0,0.010000,2.000000,0.000000
186,creek,1,0,0.010000,2.000000,0.000000
187,creek,1,0,0.010000,2.000000,0.000000
188,creek,1,0,0.010000,2.000000,0.000000
189,creek,1,0,0.010000,2.000000,0.000000
190,creek,1,0,0.010000,2.000000,0.000000
191,creek,1,0,0.010000,2.000000,0.000000
192,creek,1,0,0.010000,2.000000,0.000000
193,creek,1,0,0.010000,2.000000,0.000000
194,creek,1,0,0.010000,2.000000,0.000000
195,creek,1,0,0.010000,2.000000,0.000000
196,creek,1,0,0.010000,2.000000,0.000000
197,creek,1,0,0.010000,2.000000,0.000000
198,creek,1,0,0.010000,2.000000,0.000000
199,creek,1,0,0.010000,2.000000,0.000000
200,creek,1,0,0.010000,2.000000,0.000000
201,creek,1,0,0.010000,2.000000,0.000000
202,creek,1,0,0.010000,2.000000,0.000000
203,creek,1,0,0.010000,2.000000,0.000000
204,creek,1,0,0.010000,2.000000,0.000000
205,creek,1,0,0.010000,2.000000,0.000000
206,creek,1,0,0.010000,2.000000,0.000000
207,creek,1,0,0.010000,2.000000,0.000000
208,creek,1,0,0.010000,2.000000,0.000000
209,creek,1,0,0.010000,2.000000,0.000000
210,creek,1,0,0.010000,2.000000,0.000000
211,creek,1,0,0.010000,2.000000,0.000000
212,creek,1,0,0.010000,2.000000,0.000000
213,creek,1,0,0.010000,2.000000,0.000000
214,creek,1,0,0.010000,2.000000,0.000000
215,creek,1,0,0.010000,2.000000,0.000000
216,creek,1,0,0.010000,2.000000,0.000000
217,creek,1,0,0.010000,2.000000,0.000000
218,creek,1,0,0.010000,2.000000,0.000000
219,creek,1,0,0.010000,2.000000,0.000000
220,creek,1,0,0.010000,2.000000,0.000000
221,creek,1,0,0.010000,2.000000,0.000000
222,creek,1,0,0.010000,2.000000,0.000000
223,creek,1,0,0.010000,2.000000,0.000000
224,creek,1,0,0.010000,2.000000,0.000000
225,creek,1,0,0.010000,2.000000,0.000000
226,creek,1,0,0.010000,2.000000,0.000000
227,creek,1,0,0.010000,2.000000,0.000000
228,creek,1,0,0.010000,2.000000,0.000000
229,creek,1,0,0.010000,2.000000,0.000000
230,creek,1,0,0.010000,2.000000,0.000000
231,creek,1,0,0.010000,2.000000,0.000000
232,creek,1,0,0.010000,2.000000,0.000000
233,creek,1,0,0.010000,2.000000,0.000000
234,creek,1,0,0.010000,2.000000,0.000000
235,creek,1,0,0.010000,2.000000,0.000000
236,creek,1,0,0.010000,2.000000,0.000000
237,creek,1,0,0.010000,2.000000,0.000000
238,creek,1,0,0.010000,2.000000,0.000000
239,creek,1,0,0.010000,2.000000,0.000000
240,creek,1,0,0.010000,2.000000,0.000000
241,creek,1,0,0.010000,2.000000,0.000000
242,creek,1,0,0.010000,2.000000,0.000000
243,creek,1,0,0.010000,2.000000,0.000000
244,creek,1,0,0.010000,2.000000,0.000000
245,creek,1,0,0.010000,2.000000,0.000000
246,creek,1,0,0.010000,2.000000,0.000000
247,creek,1,0,0.010000,2.000000,0.000000
248,creek,1,0,0.010000,2.000000,0.000000
249,creek,1,0,0.010000,2.000000,0.000000
250,creek,1,0,0.010000,2.000000,0.000000
251,creek,1,0,0.010000,2.000000,0.000000
252,creek,1,0,0.010000,2.000000,0.000000
253,creek,1,0,0.010000,2.000000,0.000000
254,creek,1,0,0.010000,2.000000,0.000000
255,creek,1,0,0.010000,2.000000,0.000000
256,creek,1,0,0.010000,2.000000,0.000000
257,creek,1,0,0.010000,2.000000,0.000000
258,creek,1,0,0.010000,2.000000,0.000000
259,creek,1,0,0.010000,2.000000,0.000000
260,creek,1,0,0.010000,2.000000,0.000000
261,creek,1,0,0.010000,2.000000,0.000000
262,creek,1,0,0.010000,2.000000,0.000000
263,creek,1,0,0.010000,2.000000,0.000000
264,creek,1,0,0.010000,2.000000,0.000000
265,creek,1,0,0.010000,2.000000,0.000000
266,creek,1,0,0.010000,2.000000,0.000000
267,creek,1,0,0.010000,2.000000,0.000000
268,creek,1,0,0.010000,2.000000,0.000000
269,creek,1,0,0.010000,2.000000,0.000000
270,creek,1,0,0.010000,2.000000,0.000000
271,creek,1,0,0.010000,2.000000,0.000000
272,creek,1,0,0.010000,2.000000,0.000000
273,creek,1,0,0.010000,2.000000,0.000000
274,creek,1,0,0.010000,2.000000,0.000000
275,creek,1,0,0.010000,2.000000,0.000000
276,creek,1,0,0.010000,2.000000,0.000000
277,creek,1,0,0.010000,2.000000,0.000000
278,creek,1,0,0.010000,2.000000,0.000000
279,creek,1,0,0.010000,2.000000,0.000000
280,creek,1,0,0.010000,2.000000,0.000000
281,creek,1,0,0.010000,2.000000,0.000000
282,creek,1,0,0.010000,2.000000,0.000000
283,creek,1,0,0.010000,2.000000,0.000000
284,creek,1,0,0.010000,2.000000,0.000000
285,creek,1,0,0.010000,2.000000,0.000000
286,creek,1,0,0.010000,2.000000,0.000000
287,creek,1,0,0.010000,2.000000,0.000000
288,creek,1,0,0.010000,2.000000,0.000000
289,creek,1,0,0.010000,2.000000,0.000000
290,creek,1,0,0.010000,2.000000,0.000000
291,creek,1,0,0.010000,2.000000,0.000000
292,creek,1,0,0.010000,2.000000,0.000000
293,creek,1,0,0.010000,2.000000,0.000000
294,creek,1,0,0.010000,2.000000,0.000000
295,creek,1,0,0.010000,2.000000,0.000000
296,creek,1,0,0.010000,2.000000,0.000000
297,creek,1,0,0.010000,2.000000,0.000000
298,creek,1,0,0.010000,2.000000,0.000000
299,creek,1,0,0.010000,2.000000,0.000000
300,creek,1,0,0.010000,2.000000,0.000000
301,creek,1,0,0.010000,2.000000,0.000000
302,creek,1,0,0.010000,2.000000,0.000000
303,creek,1,0,0.010000,2.000000,0.000000
304,creek,1,0,0.010000,2.000000,0.000000
305,creek,1,0,0.010000,2.000000,0.000000
306,creek,1,0,0.010000,2.000000,0.000000
307,creek,1,0,0.010000,2.000000,0.000000
308,creek,1,0,0.010000,2.000000,0.000000
309,creek,1,0,0.010000,2.000000,0.000000
310,creek,1,0,0.010000,2.000000,0.000000
311,creek,1,0,0.010000,2.000000,0.000000
312,creek,1,0,0.010000,2.000000,0.000000
313,creek,1,0,0.010000,2.000000,0.000000
314,creek,1,0,0.010000,2.000000,0.000000
315,creek,1,0,0.010000,2.000000,0.000000
316,creek,1,0,0.010000,2.000000,0.000000
317,creek,1,0,0.010000,2.000000,0.000000
318,creek,1,0,0.010000,2.000000,0.000000
319,creek,1,0,0.010000,2.000000,0.000000
320,creek,1,0,0.010000,2.000000,0.000000
321,creek,1,0,0.010000,2.000000,0.000000
322,creek,1,0,0.010000,2.000000,0.000000
323,creek,1,0,0.010000,2.000000,0.000000
324,creek,1,0,0.010000,2.000000,0.000000
325,creek,1,0,0.010000,2.000000,0.000000
326,creek,1,0,0.010000,2.000000,0.000000
327,creek,1,0,0.010000,2.000000,0.000000
328,creek,1,0,0.010000,2.000000,0.000000
329,creek,1,0,0.010000,2.000000,0.000000
330,creek,1,0,0.010000,2.000000,0.000000
331,creek,1,0,0.010000,2.000000,0.000000
332,creek,1,0,0.010000,2.000000,0.000000
333,creek,1,0,0.010000,2.000000,0.000000
334,creek,1,0,0.010000,2.000000,0.000000
335,creek,1,0,0.010000,2.000000,0.000000
336,creek,1,0,0.010000,2.000000,0.000000
337,creek,1,0,0.010000,2.000000,0.000000
338,creek,1,0,0.010000,2.000000,0.000000
339,creek,1,0,0.010000,2.000000,0.000000
340,creek,1,0,0.010000,2.000000,0.000000
341,creek,1,0,0.010000,2.000000,0.000000
342,creek,1,0,0.010000,2.000000,0.000000
343,creek,1,0,0.010000,2.000000,0.000000
344,creek,1,0,0.010000,2.000000,0.000000
345,creek,1,0,0.010000,2.000000,0.000000
346,creek,1,0,0.010000,2.000000,0.000000
347,creek,1,0,0.010000,2.000000,0.000000
348,creek,1,0,0.010000,2.000000,0.000000
349,creek,1,0,0.010000,2.000000,0.000000
350,creek,1,0,0.010000,2.000000,0.000000
351,creek,1,0,0.010000,2.000000,0.000000
352,creek,1,0,0.010000,2.000000,0.000000
353,creek,1,0,0.010000,2.000000,0.000000
354,creek,1,0,0.010000,2.000000,0.000000
355,creek,1,0,0.010000,2.000000,0.000000
356,creek,1,0,0.010000,2.000000,0.000000
357,creek,1,0,0.010000,2.000000,0.000000
358,creek,1,0,0.010000,2.000000,0.000000
359,creek,1,0,0.010000,2.000000,0.000000
360,creek,1,0,0.010000,2.000000,0.000000
361,creek,1,0,0.010000,2.000000,0.000000
362,creek,1,0,0.010000,2.000000,0.000000
363,creek,1,0,0.010000,2.000000,0.000000
364,creek,1,0,0.010000,2.000000,0.000000
365,creek,1,0,0.010000,2.000000,0.000000
366,creek,1,0,0.010000,2.000000,0.000000
367,creek,1,0,0.010000,2.000000,0.000000
368,creek,1,0,0.010000,2.000000,0.000000
369,creek,1,0,0.010000,2.000000,0.000000
370,creek,1,0,0.010000,2.000000,0.000000
371,creek,1,0,0.010000,2.000000,0.000000
372,creek,1,0,0.010000,2.000000,0.000000
373,creek,1,0,0.010000,2.000000,0.000000
374,creek,1,0,0.010000,2.000000,0.000000
375,creek,1,0,0.010000,2.000000,0.000000
376,creek,1,0,0.010000,2.000000,0.000000
377,creek,1,0,0.010000,2.000000,0.000000
378,creek,1,0,0.010000,2.000000,0.000000
379,creek,1,0,0.010000,2.000000,0.000000
380,creek,1,0,0.010000,2.000000,0.000000
381,creek,1,0,0.010000,2.000000,0.000000
382,creek,1,0,0.010000,2.000000,0.000000
383,creek,1,0,0.010000,2.000000,0.000000
384,creek,1,0,0.010000,2.000000,0.000000
385,creek,1,0,0.010000,2.000000,0.000000
386,creek,1,0,0.010000,2.000000,0.000000
387,creek,1,0,0.010000,2.000000,0.000000
388,creek,1,0,0.010000,2.000000,0.000000
389,creek,1,0,0.010000,2.000000,0.000000
390,creek,1,0,0.010000,2.000000,0.000000
391,creek,1,0,0.010000,2.000000,0.000000
392,creek,1,0,0.010000,2.000000,0.000000
393,creek,1,0,0.010000,2.000000,0.000000
394,creek,1,0,0.010000,2.000000,0.000000
395,creek,1,0,0.010000,2.000000,0.000000
396,creek,1,0,0.010000,2.000000,0.000000
397,creek,1,0,0.010000,2.000000,0.000000
398,creek,1,0,0.010000,2.000000,0.000000
399,creek,1,0,0.010000,2.000000,0.000000
400,creek,1,0,0.010000,2.000000,0.000000
401,creek,1,0,0.010000,2.000000,0.000000
402,creek,1,0,0.010000,2.000000,0.000000
403,creek,1,0,0.010000,2.000000,0.000000
404,creek,1,0,0.010000,2.000000,0.000000
405,creek,1,0,0.010000,2.000000,0.000000
406,creek,1,0,0.010000,2.000000,0.000000
407,creek,1,0,0.010000,2.000000,0.000000
408,creek,1,0,0.010000,2.000000,0.000000
409,creek,1,0,0.010000,2.000000,0.000000
410,creek,1,0,0.010000,2.000000,0.000000
411,creek,1,0,0.010000,2.000000,0.000000
412,creek,1,0,0.010000,2.000000,0.000000
413,creek,1,0,0.010000,2.000000,0.000000
414,creek,1,0,0.010000,2.000000,0.000000
415,creek,1,0,0.010000,2.000000,0.000000
416,creek,1,0,0.010000,2.000000,0.000000
417,creek,1,0,0.010000,2.000000,0.000000
418,creek,1,0,0.010000,2.000000,0.000000
419,creek,1,0,0.010000,2.000000,0.000000
420,creek,1,0,0.010000,2.000000,0.000000
421,creek,1,0,0.010000,2.000000,0.000000
422,creek,1,0,0.010000,2.000000,0.000000
423,creek,1,0,0.010000,2.000000,0.000000
424,creek,1,0,0.010000,2.000000,0.000000
425,creek,1,0,0.010000,2.000000,0.000000
426,creek,1,0,0.010000,2.000000,0.000000
427,creek,1,0,0.010000,2.000000,0.000000
428,creek,1,0,0.010000,2.000000,0.000000
429,creek,1,0,0.010000,2.000000,0.000000
430,creek,1,0,0.010000,2.000000,0.000000
431,creek,1,0,0.010000,2.000000,0.000000
432,creek,1,0,0.010000,2.000000,0.000000
433,creek,1,0,0.010000,2.000000,0.000000
434,creek,1,0,0.010000,2.000000,0.000000
435,creek,1,0,0.010000,2.000000,0.000000
436,creek,1,0,0.010000,2.000000,0.000000
437,creek,1,0,0.010000,2.000000,0.000000
438,creek,1,0,0.010000,2.000000,0.000000
439,creek,1,0,0.010000,2.000000,0.000000
440,creek,1,0,0.010000,2.000000,0.000000
441,creek,1,0,0.010000,2.000000,0.000000
442,creek,1,0,0.010000,2.000000,0.000000
443,creek,1,0,0.010000,2.000000,0.000000
444,creek,1,0,0.010000,2.000000,0.000000
445,creek,1,0,0.010000,2.000000,0.000000
446,creek,1,0,0.010000,2.000000,0.000000
447,creek,1,0,0.010000,2.000000,0.000000
448,creek,1,0,0.010000,2.000000,0.000000
449,creek,1,0,0.010000,2.000000,0.000000
450,creek,1,0,0.010000,2.000000,0.000000
451,creek,1,0,0.010000,2.000000,0.000000
452,creek,1,0,0.010000,2.000000,0.000000
453,creek,1,0,0.010000,2.000000,0.000000
454,creek,1,0,0.010000,2.000000,0.000000
455,creek,1,0,0.010000,2.000000,0.000000
456,creek,1,0,0.010000,2.000000,0.000000
457,creek,1,0,0.010000,2.000000,0.000000
458,creek,1,0,0.010000,2.000000,0.000000
459,creek,1,0,0.010000,2.000000,0.000000
460,creek,1,0,0.010000,2.000000,0.000000
461,creek,1,0,0.010000,2.000000,0.000000
462,creek,1,0,0.010000,2.000000,0.000000
463,creek,1,0,0.010000,2.000000,0.000000
464,creek,1,0,0.010000,2.000000,0.000000
465,creek,1,0,0.010000,2.000000,0.000000
466,creek,1,0,0.010000,2.000000,0.000000
467,creek,1,0,0.010000,2.000000,0.000000
468,creek,1,0,0.010000,2.000000,0.000000
469,creek,1,0,0.010000,2.000000,0.000000
470,creek,1,0,0.010000,2.000000,0.000000
471,creek,1,0,0.010000,2.000000,0.000000
472,creek,1,0,0.010000,2.000000,0.000000
473,creek,1,0,0.010000,2.000000,0.000000
474,creek,1,0,0.010000,2.000000,0.000000
475,creek,1,0,0.010000,2.000000,0.000000
476,creek,1,0,0.010000,2.000000,0.000000
477,creek,1,0,0.010000,2.000000,0.000000
478,creek,1,0,0.010000,2.000000,0.000000
479,creek,1,0,0.010000,2.000000,0.000000
480,creek,1,0,0.010000,2.000000,0.000000
481,creek,1,0,0.010000,2.000000,0.000000
482,creek,1,0,0.010000,2.000000,0.000000
483,creek,1,0,0.010000,2.000000,0.000000
484,creek,1,0,0.010000,2.000000,0.000000
485,creek,1,0,0.010000,2.000000,0.000000
486,creek,1,0,0.010000,2.000000,0.000000
487,creek,1,0,0.010000,2.000000,0.000000
488,creek,1,0,0.010000,2.000000,0.000000
489,creek,1,0,0.010000,2.000000,0.000000
490,creek,1,0,0.010000,2.000000,0.000000
491,creek,1,0,0.010000,2.000000,0.000000
492,creek,1,0,0.010000,2.000000,0.000000
493,creek,1,0,0.010000,2.000000,0.000000
494,creek,1,0,0.010000,2.000000,0.000000
495,creek,1,0,0.010000,2.000000,0.000000
496,creek,1,0,0.010000,2.000000,0.000000
497,creek,1,0,0.010000,2.000000,0.000000
498,creek,1,0,0.010000,2.000000,0.000000
499,creek,1,0,0.010000,2.000000,0.000000
500,creek,1,0,0.010000,2.000000,0.000000
501,creek,1,0,0.010000,2.000000,0.000000
502,creek,1,0,0.010000,2.000000,0.000000
503,creek,1,0,0.010000,2.000000,0.000000
504,creek,1,0,0.010000,2.000000,0.000000
505,creek,1,0,0.010000,2.000000,0.000000
506,creek,1,0,0.010000,2.000000,0.000000
507,creek,1,0,0.010000,2.000000,0.000000
508,creek,1,0,0.010000,2.000000,0.000000
509,creek,1,0,0.010000,2.000000,0.000000
510,creek,1,0,0.010000,2.000000,0.000000
511,creek,1,0,0.010000,2.000000,0.000000
512,creek,1,0,0.010000,2.000000,0.000000
513,creek,1,0,0.010000,2.000000,0.000000
514,creek,1,0,0.010000,2.000000,0.000000
515,creek,1,0,0.010000,2.000000,0.000000
516,creek,1,0,0.010000,2.000000,0.000000
517,creek,1,0,0.010000,2.000000,0.000000
518,creek,1,0,0.010000,2.000000,0.000000
519,creek,1,0,0.010000,2.000000,0.000000
520,creek,1,0,0.010000,2.000000,0.000000
521,creek,1,0,0.010000,2.000000,0.000000
522,creek,1,0,0.010000,2.000000,0.000000
523,creek,1,0,0.010000,2.000000,0.000000
524,creek,1,0,0.010000,2.000000,0.000000
525,creek,1,0,0.010000,2.000000,0.000000
526,creek,1,0,0.010000,2.000000,0.000000
527,creek,1,0,0.010000,2.000000,0.000000
528,creek,1,0,0.010000,2.000000,0.000000
529,creek,1,0,0.010000,2.000000,0.000000
530,creek,1,0,0.010000,2.000000,0.000000
531,creek,1,0,0.010000,2.000000,0.000000
532,creek,1,0,0.010000,2.000000,0.000000
533,creek,1,0,0.010000,2.000000,0.000000
534,creek,1,0,0.010000,2.000000,0.000000
535,creek,1,0,0.010000,2.000000,0.000000
536,creek,1,0,0.010000,2.000000,0.000000
537,creek,1,0,0.010000,2.000000,0.000000
538,creek,1,0,0.010000,2.000000,0.000000
539,creek,1,0,0.010000,2.000000,0.000000
540,creek,1,0,0.010000,2.000000,0.000000
541,creek,1,0,0.010000,2.000000,0.000000
542,creek,1,0,0.010000,2.000000,0.000000
543,creek,1,0,0.010000,2.000000,0.000000
544,creek,1,0,0.010000,2.000000,0.000000
545,creek,1,0,0.010000,2.000000,0.000000
546,creek,1,0,0.010000,2.000000,0.000000
547,creek,1,0,0.010000,2.000000,0.000000
548,creek,1,0,0.010000,2.000000,0.000000
549,creek,1,0,0.010000,2.000000,0.000000
550,creek,1,0,0.010000,2.000000,0.000000
551,creek,1,0,0.010000,2.000000,0.000000
552,creek,1,0,0.010000,2.000000,0.000000
553,creek,1,0,0.010000,2.000000,0.000000
554,creek,1,0,0.010000,2.000000,0.000000
555,creek,1,0,0.010000,2.000000,0.000000
556,creek,1,0,0.010000,2.000000,0.000000
557,creek,1,0,0.010000,2.000000,0.000000
558,creek,1,0,0.010000,2.000000,0.000000
559,creek,1,0,0.010000,2.000000,0.000000
560,creek,1,0,0.010000,2.000000,0.000000
561,creek,1,0,0.010000,2.000000,0.000000
562,creek,1,0,0.010000,2.000000,0.000000
563,creek,1,0,0.010000,2.000000,0.000000
564,creek,1,0,0.010000,2.000000,0.000000
565,creek,1,0,0.010000,2.000000,0.000000
566,creek,1,0,0.010000,2.000000,0.000000
567,creek,1,0,0.010000,2.000000,0.000000
568,creek,1,0,0.010000,2.000000,0.000000
569,creek,1,0,0.010000,2.000000,0.000000
570,creek,1,0,0.010000,2.000000,0.000000
571,creek,1,0,0.010000,2.000000,0.000000
572,creek,1,0,0.010000,2.000000,0.000000
573,creek,1,0,0.010000,2.000000,0.000000
574,creek,1,0,0.010000,2.000000,0.000000
575,creek,1,0,0.010000,2.000000,0.000000
576,creek,1,0,0.010000,2.000000,0.000000
577,creek,1,0,0.010000,2.000000,0.000000
578,creek,1,0,0.010000,2.000000,0.000000
